0,1,2,3,4
MP-2022-0282,세일링요트 케이오션 화재사건,화재,5~10톤미만,수상레저기구
MP-2022-0284,어선 제2017태진호 운항저해사건,운항저해,30~50톤미만,어선
MP-2022-0286,어선 영환2호 침수사건,침수,1톤미만,어선
MP-2022-0287,어선 203대경호 부유물감김사건,부유물감김(안전저해),50~100톤미만,어선
MP-2022-0291,어선 문성호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0292,낚시어선 홍가네호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0293,어선 남영2호 침수사건,침수,1~2톤미만,어선
MP-2022-0294,카페리여객선 한림페리11호 속구손상사건,속구손상,100~500톤미만,여객선
MP-2022-0295,어선 102만수호 기관손상사건,기관손상,50~100톤미만,어선
MP-2022-0297,일반화물선 삼진럭키3호 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2022-0299,모터보트 황금호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0300,어선 호랑호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0302,낚시어선 우리호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0304,모터보트 황금호 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0306,낚시어선 리틀자이언트호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0308,낚시어선 뉴스타호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0309,어선 복땡이호 침수사건,침수,3~5톤미만,어선
MP-2022-0311,어선 108진영호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0312,어선 지은호 운항저해사건,운항저해,1~2톤미만,어선
MP-2022-0313,일반화물선 창조비너스호 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2022-0314,기타선 천삼한일호 부유물감김사건,부유물감김(안전저해),30~50톤미만,기타선
MP-2022-0315,어선 명진호 추진축계손상사건,추진축계손상,3~5톤미만,어선
MP-2022-0316,어선 201승진호 추진축계손상사건,추진축계손상,25~30톤미만,어선
MP-2022-0319,어선 덕성호 기관손상사건,기관손상,15~20톤미만,어선
MP-2022-0321,예인선 103청용호 운항저해사건,운항저해,100~500톤미만,예인선
MP-2022-0322,어선 서광호 기관손상사건,기관손상,2~3톤미만,어선
MP-2022-0323,실뱀장어 바지선 화재사건,화재,1~2톤미만,기타선
MP-2022-0326,어선 은하호 화재사건,화재,3~5톤미만,어선
MP-2022-0327,자동차운반선 페르세베란시아 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2022-0328,어선 준태호 등 4척 화재사건,화재,1톤미만,어선
MP-2022-0329,부선 우국비3호 화재사건,화재,100~500톤미만,기타선
MP-2022-0330,일반화물선 싱광18 해양오염사건,해양오염,"5,000~10,000톤미만",화물선
MP-2022-0331,어선 시원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0332,모터보트 세웅호 전복사건,전복,1~2톤미만,수상레저기구
MP-2022-0333,어선 무진호 추진축계 손상사건,추진축계손상,20~25톤미만,어선
MP-2022-0335,예인선 현대쥬베일호 운항저해사건,운항저해,100~500톤미만,예인선
MP-2022-0336,여객선 웨스트그린호 부유물감김사건,부유물감김(안전저해),100~500톤미만,여객선
MP-2022-0337,어선 금영호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0338,어선 윤수호 선원사망사건,안전사고(인명사상),1~2톤미만,어선
MP-2022-0339,모터보트 월출바우호 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0340,어선 제27연정호 선원사망사건,안전사고(인명사상),50~100톤미만,어선
MP-2022-0342,선명미상선박 어구손상사건,시설물손상,30~50톤미만,어선
MP-2022-0343,어선 제101경남호 부유물감김사건,부유물감김(안전저해),25~30톤미만,어선
MP-2022-0344,어선 동일호 침수사건,침수,5~10톤미만,어선
MP-2022-0346,어선 성경호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0347,어선 2삼성호 침수사건,침수,5~10톤미만,어선
MP-2022-0349,어선 사랑호 좌초사건,좌초,2~3톤미만,어선
MP-2022-0350,어선 탄탄호 침수사건,침수,1~2톤미만,어선
MP-2022-0352,어선 일성1호 좌초사건,좌초,2~3톤미만,어선
MP-2022-0353,부선 제이엠1호 침수사건,침수,"500~1,000톤미만",기타선
MP-2022-0356,어선 재경호 기관손상사건,기관손상,1~2톤미만,어선
MP-2022-0357,어선 2021진천호/산적화물선 샹동데홍 충돌사건,충돌,30~50톤미만,어선
MP-2022-0357,어선 2021진천호/산적화물선 샹동데홍 충돌사건,충돌,"50,000~100,000톤미만",화물선
MP-2022-0359,어선 제727수광호 양식장접촉사건,시설물손상,30~50톤미만,어선
MP-2022-0360,세일링요트 살루스호 부유물감김사건,부유물감김(안전저해),3~5톤미만,수상레저기구
MP-2022-0362,어선 태종호 해양오염사건,해양오염,5~10톤미만,어선
MP-2022-0363,어선 모니호 화재사건,화재,1~2톤미만,어선
MP-2022-0365,어선 2022영진호 부유물감김사건,부유물감김(안전저해),30~50톤미만,어선
MP-2022-0367,모터보트 꿈여울호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0368,어선 정대표호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0369,모터보트 메가로돈호 운항저해사건,운항저해,5~10톤미만,수상레저기구
MP-2022-0373,카페리선 더존페리3호 조타장치손상사건,조타장치손상,50~100톤미만,화물선
MP-2022-0374,기타선 5우리호 기관손상사건,기관손상,10~15톤미만,기타선
MP-2022-0375,예인선 제1세진호의 피예인부선 건우3200호 양식장손상사건,시설물손상,"500~1,000톤미만",기타선
MP-2022-0376,예인선 지원3호 어구손상사건,부유물감김(안전저해),100~500톤미만,예인선
MP-2022-0378,일반화물선 티에스해피호 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2022-0379,모터보트 홍스타스 운항저해사건,운항저해,1~2톤미만,수상레저기구
MP-2022-0380,어선 미르호 침수사건,침수,5~10톤미만,어선
MP-2022-0382,어선 성진호 기타(선수걸이)사건,기타,5~10톤미만,어선
MP-2022-0384,모터보트 봉봉호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0386,예인선 대인호 좌초사건,좌초,30~50톤미만,예인선
MP-2022-0387,모터보트 이레호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0388,모터보트 고봉호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0389,어선 대물호 부유물감김사건,부유물감김(안전저해),3~5톤미만,어선
MP-2022-0390,낚시어선 보디가드호 운항저해사건,운항저해,5~10톤미만,어선
MP-2022-0392,석유제품운반선 7보광호 해양오염사건,해양오염,100~500톤미만,유조선
MP-2022-0393,일반화물선 창조비너스호 기관손상사건,기관손상,"1,000~5,000톤미만",화물선
MP-2022-0394,어선 영택호 전복사건,전복,1~2톤미만,어선
MP-2022-0395,어선 섬마을훈이네호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0397,"통선 7우리호, 어선 통일호 충돌사건",충돌,3~5톤미만,어선
MP-2022-0397,"통선 7우리호, 어선 통일호 충돌사건",충돌,10~15톤미만,기타선
MP-2022-0398,어선 덕양호 부유물감김사건,부유물감김(안전저해),1~2톤미만,어선
MP-2022-0399,어선 피싱웨이호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0400,어선 금양호 기관손상사건,기관손상,2~3톤미만,어선
MP-2022-0401,예인선 은성호 추진축계손상사건,추진축계손상,30~50톤미만,예인선
MP-2022-0402,어선 2013다건호/일반화물선 타이시앙 충돌사건,충돌,30~50톤미만,어선
MP-2022-0402,어선 2013다건호/일반화물선 타이시앙 충돌사건,충돌,"1,000~5,000톤미만",화물선
MP-2022-0404,어선 102영선호 화재사건,화재,30~50톤미만,어선
MP-2022-0405,어선 보람호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0406,모터보트 한창호 침수사건,침수,1톤미만,수상레저기구
MP-2022-0407,선명미상 부선3척 화재사건,화재,1~2톤미만,기타선
MP-2022-0412,어선 낙원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0413,어선 828단우호 기관손상사건,기관손상,25~30톤미만,어선
MP-2022-0414,어선 깊은바당호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0415,일반화물선 케이에스 헤르메스/관공선 무궁화12호 충돌사건,충돌,100~500톤미만,기타선
MP-2022-0415,일반화물선 케이에스 헤르메스/관공선 무궁화12호 충돌사건,충돌,"5,000~10,000톤미만",화물선
MP-2022-0416,어선 101명진호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0417,어선 운정호 화재사건,화재,3~5톤미만,어선
MP-2022-0418,기타선 현대2호 어망접촉사건,접촉,20~25톤미만,기타선
MP-2022-0419,어선 하경호 화재사건,화재,2~3톤미만,어선
MP-2022-0420,모터보트 도시어부호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0421,여객선 산타모니카호 조타장치손상사건,조타장치손상,"1,000~5,000톤미만",여객선
MP-2022-0422,어선 화이트폭스호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0423,모터보트 뉴홀리데이호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0424,낚시어선 흑산후크5호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0426,낚시어선 인철호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0427,모터보트 당근호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0429,여객선 파라다이스호 조타장치손상사건,조타장치손상,100~500톤미만,여객선
MP-2022-0430,어선 차니호 부유물감김사건,부유물감김(안전저해),1톤미만,어선
MP-2022-0431,일반화물선 ��위에13 어구손상사건,시설물손상,"1,000~5,000톤미만",화물선
MP-2022-0434,어선 청진호 추진축계손상사건,추진축계손상,5~10톤미만,어선
MP-2022-0436,어선 5왕성호 침수사건,침수,15~20톤미만,어선
MP-2022-0437,어선 성공호 침수사건,침수,1~2톤미만,어선
MP-2022-0438,낚시어선 이어도호/모터보트 선라이즈호 충돌사건,충돌,3~5톤미만,어선
MP-2022-0438,낚시어선 이어도호/모터보트 선라이즈호 충돌사건,충돌,2~3톤미만,수상레저기구
MP-2022-0439,선명미상 부선 화재사건,화재,1~2톤미만,기타선
MP-2022-0440,케미컬운반선 한유파이오니아호 어구손상사건,시설물손상,"1,000~5,000톤미만",유조선
MP-2022-0441,어선 용천호 좌초사건,좌초,3~5톤미만,어선
MP-2022-0443,어선 두배호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0445,모터보트 민영호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0446,어선 호랑호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0447,어선 백송호 화재사건,화재,5~10톤미만,어선
MP-2022-0448,석유제품운반선 동수1호/어선 제2020해승호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0448,석유제품운반선 동수1호/어선 제2020해승호 충돌사건,충돌,"1,000~5,000톤미만",유조선
MP-2022-0449,어선 효성호 조타장치손상사건,조타장치손상,50~100톤미만,어선
MP-2022-0450,예인선 해국호 부유물감김사건,부유물감김(안전저해),50~100톤미만,예인선
MP-2022-0451,모터보트 스나이퍼박호 추진축계손상사건,추진축계손상,1~2톤미만,수상레저기구
MP-2022-0452,모터보트 해창호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0453,관공선 전남310 좌초사건,좌초,20~25톤미만,기타선
MP-2022-0454,어선 중부호/어선 제112연창호 충돌사건,충돌,15~20톤미만,어선
MP-2022-0454,어선 중부호/어선 제112연창호 충돌사건,충돌,25~30톤미만,어선
MP-2022-0456,어선 준서호 좌초사건,좌초,3~5톤미만,어선
MP-2022-0457,어선 만선호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0458,어선 푸른바다호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0459,기타선 아라2호 침수사건,침수,1~2톤미만,기타선
MP-2022-0460,예인선 동명17호 좌초사건,좌초,100~500톤미만,예인선
MP-2022-0461,모터보트 드래곤호/고무보트 포세이돈호 충돌사건,충돌,3~5톤미만,수상레저기구
MP-2022-0461,모터보트 드래곤호/고무보트 포세이돈호 충돌사건,충돌,1~2톤미만,수상레저기구
MP-2022-0462,어선 2유덕호 선원부상사건,안전사고(인명사상),10~15톤미만,어선
MP-2022-0463,어선 덕수호 기관손상사건,기관손상,1~2톤미만,어선
MP-2022-0465,부선 삼흥26호/선명미상 선박 충돌사건,충돌,100~500톤미만,기타선
MP-2022-0467,어선 남열호 기관손상사건,기관손상,1~2톤미만,어선
MP-2022-0468,어선 용규호 기관손상사건,기관손상,2~3톤미만,어선
MP-2022-0470,어선 승명호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0472,어선 진달래호 운항저해사건,운항저해,1~2톤미만,어선
MP-2022-0473,모터보트 에번루드 침수사건,침수,1톤미만,수상레저기구
MP-2022-0474,모터보트 여명호 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0475,세일링요트 나이라호 운항저해사건,운항저해,10~15톤미만,수상레저기구
MP-2022-0476,어선 27대양호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0477,어선 279서연호 선원부상사건,안전사고(인명사상),30~50톤미만,어선
MP-2022-0478,모터보트 평화호 조타장치손상사건,조타장치손상,2~3톤미만,수상레저기구
MP-2022-0479,어선 압둘라호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0480,어선 광성호 침수사건,침수,3~5톤미만,어선
MP-2022-0482,어선 도성호 조타장치손상사건,조타장치손상,3~5톤미만,어선
MP-2022-0483,어선 리드호 전복사건,전복,2~3톤미만,어선
MP-2022-0484,어선 제2영성호/어선 호성호 충돌사건,충돌,1~2톤미만,어선
MP-2022-0484,어선 제2영성호/어선 호성호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0487,어선 고성호/어선 세운호 충돌사건,충돌,3~5톤미만,어선
MP-2022-0487,어선 고성호/어선 세운호 충돌사건,충돌,3~5톤미만,어선
MP-2022-0489,예인선 제1세진호 양식장손상사건,시설물손상,30~50톤미만,예인선
MP-2022-0490,예인선 수성티15호의 피예인부선 삼호비7호 교각접촉사건,접촉,100~500톤미만,기타선
MP-2022-0492,예인선 103청룡호의 피예인부선 덕산105호 구조물접촉사건,접촉,100~500톤미만,기타선
MP-2022-0493,모터보트 오션호 기관손상사건,기관손상,3~5톤미만,수상레저기구
MP-2022-0494,어선 203남광호 선원사망사건,안전사고(인명사상),50~100톤미만,어선
MP-2022-0497,"카페리여객선 드림아일랜드호, 어선 205남양호 충돌사건",충돌,100~500톤미만,여객선
MP-2022-0497,"카페리여객선 드림아일랜드호, 어선 205남양호 충돌사건",충돌,5~10톤미만,어선
MP-2022-0498,모터보트 유정호 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0499,무등록선박 대성호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0503,어선 2어성호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0504,어선 3장미호 선원부상사건,안전사고(인명사상),10~15톤미만,어선
MP-2022-0505,모래운반선 해신호 조타장치손상사건,조타장치손상,"1,000~5,000톤미만",화물선
MP-2022-0509,예인선 에스엔비1호 기관손상사건,기관손상,100~500톤미만,예인선
MP-2022-0510,어선 길정호/어선 필승호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0510,어선 길정호/어선 필승호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0512,선명미상 부선 화재사건,화재,10~15톤미만,기타선
MP-2022-0513,모터보트 다잡아호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0514,어선 봉성호 기관손상사건,기관손상,1~2톤미만,어선
MP-2022-0515,일반화물선 뉴해진호/낚시어선 스타피싱호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0515,일반화물선 뉴해진호/낚시어선 스타피싱호 충돌사건,충돌,100~500톤미만,화물선
MP-2022-0516,낚시어선 조이2호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0517,어선 유승호 기관손상사건,기관손상,2~3톤미만,어선
MP-2022-0518,어선 씨울프호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0519,통선 스카이21호 부유물감김사건,부유물감김(안전저해),5~10톤미만,기타선
MP-2022-0520,모터보트 레오호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0521,"어선 송일호, 어선 강산1호 충돌사건",충돌,1~2톤미만,어선
MP-2022-0521,"어선 송일호, 어선 강산1호 충돌사건",충돌,5~10톤미만,어선
MP-2022-0523,어선 제2달마호 선원부상사건,안전사고(인명사상),5~10톤미만,어선
MP-2022-0524,예인선 에스엔비1호 기관손상사건,기관손상,100~500톤미만,예인선
MP-2022-0525,모터보트 하람호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0528,어선 제2영순호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0530,모터보트 소심호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0532,어선 광영호 운항저해사건,운항저해,1톤미만,어선
MP-2022-0533,어선 광덕호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0534,예인선 안광호 기관손상사건,기관손상,"1,000~5,000톤미만",예인선
MP-2022-0535,일반화물선 해국페리3호 어구손상사건,시설물손상,1~2톤미만,화물선
MP-2022-0536,어선 106경남호 조타장치손상사건,조타장치손상,25~30톤미만,어선
MP-2022-0538,어선 주영호 좌초사건,좌초,2~3톤미만,어선
MP-2022-0540,세일링요트 딘소 부유물감김사건,부유물감김(안전저해),20~25톤미만,수상레저기구
MP-2022-0541,어선 도청호 기관손상사건,기관손상,50~100톤미만,어선
MP-2022-0543,모터보트 클라라호 전복사건,전복,1톤미만,수상레저기구
MP-2022-0545,어선 우주2호 등 2척 전복사건,전복,1톤미만,어선
MP-2022-0546,낚시어선 힐링랜드호 추진축계손상사건,추진축계손상,3~5톤미만,어선
MP-2022-0548,모터보트 코스모스호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0549,어선 기영호 침수사건,침수,3~5톤미만,어선
MP-2022-0550,어선 명진호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0551,모터보트 씨라이프호 침수사건,침수,15~20톤미만,수상레저기구
MP-2022-0552,어선 하진호 침수사건,침수,2~3톤미만,어선
MP-2022-0554,어선 제2진조호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0556,어선 202미성호 선원사망사건,안전사고(인명사상),5~10톤미만,어선
MP-2022-0557,어선 창원호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0558,모터보트 블루호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0559,산적화물선 마란이노베이션 해양오염사건,해양오염,"50,000~100,000톤미만",화물선
MP-2022-0560,세일링요트 타라와디2호 부유물감김사건,부유물감김(안전저해),5~10톤미만,수상레저기구
MP-2022-0561,어선 옹진호 선원부상사건,안전사고(인명사상),5~10톤미만,어선
MP-2022-0562,어선 동민호 조타장치손상사건,조타장치손상,2~3톤미만,어선
MP-2022-0564,모터보트 울산호 침수사건,침수,1톤미만,수상레저기구
MP-2022-0566,어선 도청호 기관손상사건,기관손상,50~100톤미만,어선
MP-2022-0569,어선 땅끝호 침수사건,침수,3~5톤미만,어선
MP-2022-0571,어선 행원호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0572,어선 제2성길호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0574,"화물 및 카페리선 케이라인3호, 기타선 영진호 충돌사건",충돌,10~15톤미만,기타선
MP-2022-0574,"화물 및 카페리선 케이라인3호, 기타선 영진호 충돌사건",충돌,"1,000~5,000톤미만",화물선
MP-2022-0575,어선 정대표호 침수사건,침수,3~5톤미만,어선
MP-2022-0576,모터보트 민영호 침수사건,침수,1톤미만,수상레저기구
MP-2022-0577,모터보트 삼성호 좌초사건,좌초,1톤미만,수상레저기구
MP-2022-0579,어선 대물호 부유물감김사건,부유물감김(안전저해),2~3톤미만,어선
MP-2022-0580,낚시어선 승룡호 부유물감김사건,부유물감김(안전저해),3~5톤미만,어선
MP-2022-0581,어선 반도호 침수사건,침수,1톤미만,어선
MP-2022-0582,카페리여객선 한림페리1호 기관손상사건,기관손상,100~500톤미만,여객선
MP-2022-0584,컨테이너운반선 소피아1 좌초사건,좌초,"50,000~100,000톤미만",화물선
MP-2022-0586,카페리여객선 섬사랑2호/예인선 신정801호 충돌사건,충돌,"1,000~5,000톤미만",예인선
MP-2022-0586,카페리여객선 섬사랑2호/예인선 신정801호 충돌사건,충돌,100~500톤미만,여객선
MP-2022-0588,어선 607성덕호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0589,예인선 105진경호 조타장치손상사건,조타장치손상,30~50톤미만,예인선
MP-2022-0591,세일링요트 요나스웨일호 침수사건,침수,3~5톤미만,수상레저기구
MP-2022-0592,어선 제156대양호 화재사건,화재,30~50톤미만,어선
MP-2022-0593,낚시어선 이어도호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0594,모터보트 블루자이언트호 부유물감김사건,부유물감김(안전저해),2~3톤미만,수상레저기구
MP-2022-0597,예인선 남경1호의 피예인부선 금신13호/어선 제27봉순호 충돌사건,충돌,30~50톤미만,어선
MP-2022-0597,예인선 남경1호의 피예인부선 금신13호/어선 제27봉순호 충돌사건,충돌,50~100톤미만,예인선
MP-2022-0598,어선 태경수산호 선원사망사건,안전사고(인명사상),3~5톤미만,어선
MP-2022-0599,어선 남광3호 침수사건,침수,1~2톤미만,어선
MP-2022-0600,어선 찬성호 추진축계손상사건,추진축계손상,2~3톤미만,어선
MP-2022-0602,어선 동원호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0603,어선 경선호 추진축계손상사건,추진축계손상,1~2톤미만,어선
MP-2022-0604,어선 제2022세진호 해양오염사건,해양오염,30~50톤미만,어선
MP-2022-0605,어선 재영호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0609,어선 강남호 조타장치손상사건,조타장치손상,5~10톤미만,어선
MP-2022-0610,산적화물선 썬 포춘 부유물감김사건,부유물감김(안전저해),"1,000~5,000톤미만",화물선
MP-2022-0611,어선 17영성호 화재사건,화재,5~10톤미만,어선
MP-2022-0612,어선 누리호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0613,어선 대근호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0614,어선 현영호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0615,어선 달성호 기관손상사건,기관손상,3~5톤미만,어선
MP-2022-0616,세일링요트 휘슬호 운항저해사건,운항저해,3~5톤미만,수상레저기구
MP-2022-0617,무등록선박 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0618,모터보트 덕암호 침수사건,침수,1~2톤미만,수상레저기구
MP-2022-0619,어선 알리2호 기관손상사건,기관손상,1톤미만,어선
MP-2022-0620,어선 제707다윤호 침수사건,침수,30~50톤미만,어선
MP-2022-0621,어선 청운호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0622,모터보트 홀리데이호 전복사건,전복,1~2톤미만,수상레저기구
MP-2022-0623,어선 형자호 등 2척 화재사건,화재,1~2톤미만,어선
MP-2022-0624,어선 204효명호/어선 옥성호 충돌사건,충돌,3~5톤미만,어선
MP-2022-0624,어선 204효명호/어선 옥성호 충돌사건,충돌,5~10톤미만,어선
MP-2022-0625,어선 2020삼양호 침수사건,침수,30~50톤미만,어선
MP-2022-0626,모터보트 7평화호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0629,어선 선경2호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0630,낚시어선 파이넥스호 추진축계손상사건,기관손상,5~10톤미만,어선
MP-2022-0631,액체화학품산적운반선 썬에델바이스 조타장치손상사건,조타장치손상,"1,000~5,000톤미만",유조선
MP-2022-0633,어선 2천강호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0635,어선 창원호 좌초사건,좌초,5~10톤미만,어선
MP-2022-0636,부선 은성호 좌초사건,좌초,100~500톤미만,기타선
MP-2022-0637,어선 성복호 침수사건,침수,1톤미만,어선
MP-2022-0638,어선 제153대복호 등 3척 화재사건,화재,25~30톤미만,어선
MP-2022-0638,어선 제153대복호 등 3척 화재사건,화재,30~50톤미만,어선
MP-2022-0638,어선 제153대복호 등 3척 화재사건,화재,20~25톤미만,어선
MP-2022-0639,모터보트 혜소지2호 침수사건,침수,2~3톤미만,수상레저기구
MP-2022-0641,어선 자이코55호 기관손상사건,기관손상,100~500톤미만,어선
MP-2022-0642,낚시어선 청양피싱호 화재사건,화재,5~10톤미만,어선
MP-2022-0643,어선 제77정선호 선원부상사건,안전사고(인명사상),30~50톤미만,어선
MP-2022-0645,모터보트 여수낭만제트 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0647,모터보트 삼진스카이호 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0648,모터보트 세븐호 부유물감김사건,부유물감김(안전저해),2~3톤미만,수상레저기구
MP-2022-0649,기타선 보문1호 기관손상사건,기관손상,20~25톤미만,기타선
MP-2022-0650,낚시어선 제1우리호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0653,어선 제707광일호 부유물감김사건,부유물감김(안전저해),30~50톤미만,어선
MP-2022-0654,어선 흙사랑호 운항저해사건,운항저해,1~2톤미만,어선
MP-2022-0655,어선 광명호 부유물감김사건,부유물감김(안전저해),5~10톤미만,어선
MP-2022-0656,어선 성복호 침수사건,침수,2~3톤미만,어선
MP-2022-0656,어선 성복호 침수사건,침수,1톤미만,어선
MP-2022-0657,기타선 해바다209호 조타장치손상사건,조타장치손상,15~20톤미만,기타선
MP-2022-0659,어선 88함성호 기관손상사건,기관손상,25~30톤미만,어선
MP-2022-0660,어선 2017남성호 기관손상사건,기관손상,50~100톤미만,어선
MP-2022-0662,어선 하진호 화재사건,화재,3~5톤미만,어선
MP-2022-0663,석유제품운반선 동수1호 기관손상사건,기관손상,"1,000~5,000톤미만",유조선
MP-2022-0664,산적화물선 스프링브레이브 해양오염사건,해양오염,"100,000톤이상",화물선
MP-2022-0666,예인선 하윤티1호 기관손상사건,기관손상,50~100톤미만,예인선
MP-2022-0667,어선 2012행운호 해양오염사건,해양오염,15~20톤미만,어선
MP-2022-0668,낚시어선 유토피아호 추진축계손상사건,추진축계손상,2~3톤미만,어선
MP-2022-0671,어선 토박이호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0672,어선 제309길령호/어선 3장원호 충돌사건,충돌,50~100톤미만,어선
MP-2022-0672,어선 제309길령호/어선 3장원호 충돌사건,충돌,15~20톤미만,어선
MP-2022-0674,기타선 영원2호 운항저해사건,운항저해,20~25톤미만,기타선
MP-2022-0675,모터보트 투데이호 운항저해사건,운항저해,1~2톤미만,수상레저기구
MP-2022-0676,낚시어선 슈퍼스타호 좌초사건,좌초,5~10톤미만,어선
MP-2022-0677,어선 태성호 침수사건,침수,5~10톤미만,어선
MP-2022-0678,모터보트 해정호 기관손상사건,기관손상,1톤미만,수상레저기구
MP-2022-0680,모터보트 한일호 기관손상사건,기관손상,1~2톤미만,수상레저기구
MP-2022-0681,어선 해강호 선원부상사건,안전사고(인명사상),2~3톤미만,어선
MP-2022-0682,어선 덕진호 기관손상사건,기관손상,5~10톤미만,어선
MP-2022-0683,어선 영광호 속구손상사건,속구손상,3~5톤미만,어선
MP-2022-0684,어선 606풍성호 부유물감김사건,부유물감김(안전저해),25~30톤미만,어선
MP-2022-0686,세일링요트 세드나 기관손상사건,기관손상,2~3톤미만,수상레저기구
MP-2022-0687,액체화학품산적운반선 필로스1호 해양오염사건,해양오염,"1,000~5,000톤미만",유조선
